,location,size,total_sqft,bath,price
8805,other,3.0,2000.0,3.0,85.0
8807,other,3.0,1600.0,3.0,72.0
8808,other,6.0,2100.0,6.0,71.0
8809,other,3.0,2500.0,3.0,75.0
8812,other,2.0,1100.0,2.0,38.0
8815,other,3.0,1460.0,3.0,70.0
8817,other,1.0,833.0,1.0,49.0
8818,other,2.0,1037.0,2.0,36.28
8823,other,2.0,780.0,2.0,35.0
8825,other,2.0,1350.0,2.0,41.0
8827,other,2.0,1150.0,2.0,49.0
8829,other,2.0,1096.0,2.0,48.0
8830,other,2.0,1094.0,2.0,44.0
8831,other,2.0,1100.0,2.0,49.0
8834,other,2.0,1086.0,2.0,47.5
8837,other,3.0,1440.0,3.0,65.8
8840,other,3.0,1225.0,3.0,60.0
8841,other,3.0,1550.0,2.0,60.0
8842,other,3.0,1650.0,3.0,75.0
8843,other,2.0,1113.0,2.0,46.0
8845,other,3.0,1800.0,2.0,72.0
8846,other,4.0,1350.0,4.0,85.0
8848,other,2.0,935.0,2.0,32.73
8849,other,5.0,2500.0,5.0,120.0
8851,other,2.0,1140.0,2.0,52.0
8852,other,2.0,1050.0,2.0,40.0
8855,other,3.0,909.0,2.0,40.0
8857,other,2.0,1200.0,2.0,34.0
8859,other,2.0,1000.0,2.0,48.0
8860,other,2.0,1095.0,2.0,38.52
8864,other,2.0,1252.0,2.0,55.0
8867,other,4.0,2107.0,4.0,95.0
8868,other,3.0,1450.0,3.0,68.0
8869,other,3.0,2431.0,3.0,100.0
8870,other,2.0,1155.0,2.0,56.0
8871,other,2.0,1450.0,2.0,62.63
8873,other,2.0,1365.0,3.0,60.0
8875,other,3.0,1550.0,3.0,75.0
8877,other,4.0,5000.0,4.0,290.0
8878,other,3.0,2000.0,3.0,85.0
8879,other,2.0,1100.0,2.0,45.0
8882,other,2.0,1100.0,2.0,44.0
8883,other,2.0,830.0,2.0,37.0
8884,other,1.0,435.0,1.0,19.5
8887,other,2.0,1100.0,2.0,48.0
8888,other,3.0,1230.0,2.0,53.51
8890,other,2.0,1367.0,2.0,62.0
8892,other,2.0,1135.0,2.0,32.91
8893,other,3.0,1745.0,3.0,77.0
8895,other,2.0,1220.0,2.0,48.79
8898,other,2.0,1100.0,2.0,46.0
8899,other,3.0,1286.0,3.0,67.0
8900,other,2.0,1141.0,2.0,40.0
8901,other,2.0,1140.0,2.0,45.0
8903,other,3.0,1082.0,2.0,42.0
8904,other,2.0,1290.0,2.0,40.63
8907,other,3.0,1450.0,3.0,42.0
8908,other,2.0,1120.0,2.0,40.0
8910,other,3.0,1500.0,2.0,65.0
8911,other,6.0,3000.0,8.0,90.0
8912,other,2.0,1100.0,2.0,47.0
8914,other,3.0,1388.0,3.0,69.99
8915,other,1.0,905.0,1.0,52.0
8916,other,2.0,1176.0,2.0,44.0
8920,other,2.0,1103.0,2.0,55.0
8921,other,3.0,1600.0,3.0,64.0
8922,other,2.0,1100.0,2.0,55.0
8925,other,2.0,1250.0,2.0,59.0
8926,other,2.0,1115.0,2.0,46.0
8928,other,1.0,615.0,1.0,24.0
8930,other,2.0,1130.0,2.0,52.0
8932,other,1.0,450.0,1.0,25.0
8934,other,2.0,966.0,2.0,49.0
8935,other,5.0,4400.0,4.0,350.0
8936,other,3.0,1550.0,2.0,79.0
8937,other,3.0,1540.0,2.0,70.0
8939,other,2.0,1230.0,2.0,58.0
8940,other,2.0,1070.0,2.0,38.9
8941,other,2.0,1041.0,2.0,36.44
8943,other,3.0,1150.0,2.0,60.0
8944,other,3.0,1508.0,3.0,75.0
8945,other,2.0,1110.0,2.0,58.0
8946,other,3.0,1950.0,3.0,90.0
8948,other,2.0,999.0,2.0,43.66
8949,other,2.0,1180.0,2.0,40.0
8950,other,2.0,1127.0,2.0,55.0
8953,other,3.0,1250.0,2.0,65.0
8954,other,1.0,412.5,1.0,19.8
8958,other,3.0,1518.0,3.0,76.0
8959,other,3.0,1495.0,2.0,75.0
8962,other,2.0,1070.0,2.0,33.15
8964,other,1.0,600.0,1.0,43.0
8965,other,4.0,7500.0,4.0,425.0
8966,other,2.0,925.0,2.0,48.0
8967,other,2.0,1100.0,2.0,52.0
8970,other,2.0,1016.0,2.0,45.9
8971,other,3.0,1800.0,3.0,88.0
8972,other,2.0,1062.0,2.0,47.0
8976,other,2.0,960.0,2.0,33.0
8977,other,2.0,620.0,2.0,23.0
8978,other,3.0,1400.0,3.0,35.0
8981,other,2.0,1165.0,2.0,47.0
8982,other,2.0,1100.0,2.0,43.5
8985,other,4.0,1440.0,4.0,88.0
8986,other,3.0,2250.0,3.0,113.0
8987,other,3.0,1250.0,3.0,43.0
8991,other,3.0,1700.0,2.0,68.5
8992,other,5.0,2000.0,4.0,99.0
8993,other,3.0,1643.0,3.0,75.0
8994,other,3.0,1740.0,3.0,55.0
8996,other,3.0,1852.0,2.0,95.0
8998,other,4.0,2600.0,3.0,95.0
8999,other,3.0,1350.0,2.0,68.0
9002,other,2.0,850.0,2.0,35.0
9003,other,2.0,1250.0,2.0,60.0
9004,other,2.0,970.0,2.0,35.0
9005,other,2.0,1148.0,2.0,59.0
9007,other,3.0,1350.0,3.0,60.0
9010,other,3.0,4510.0,4.0,200.0
9012,other,3.0,1033.0,2.0,31.5
9014,other,2.0,1200.0,2.0,37.0
9017,other,1.0,500.0,1.0,15.0
9018,other,2.0,850.0,2.0,42.0
9019,other,2.0,1165.0,2.0,33.64
9020,other,4.0,2230.0,4.0,130.0
9021,other,4.0,2200.0,5.0,100.0
9022,other,3.0,1519.0,3.0,67.23
9027,other,3.0,1442.0,3.0,56.24
9029,other,3.0,1840.0,3.0,85.0
9030,other,2.0,1100.0,2.0,57.0
9031,other,2.0,1040.0,2.0,46.79
9032,other,2.0,1200.0,2.0,53.0
9033,other,4.0,2050.0,3.0,100.0
9034,other,2.0,800.0,2.0,30.0
9035,other,2.0,1125.0,2.0,36.0
9038,other,3.0,2159.0,3.0,110.0
9043,other,6.0,1800.0,3.0,105.0
9044,other,2.0,850.0,2.0,35.0
9051,other,2.0,1265.0,2.0,58.0
9052,other,2.0,1035.0,2.0,44.0
9054,other,6.0,2800.0,4.0,100.0
9055,other,8.0,3500.0,6.0,120.0
9057,other,2.0,600.0,2.0,30.0
9058,other,1.0,1200.0,2.0,45.0
9059,other,2.0,1116.0,2.0,37.6
9060,other,2.0,1090.0,2.0,45.0
9061,other,4.0,1260.0,4.0,65.0
9062,other,2.0,1000.0,2.0,36.0
9063,other,1.0,840.0,1.0,75.0
9068,other,2.0,1410.0,2.0,75.0
9069,other,5.0,2400.0,5.0,93.0
9073,other,2.0,1200.0,2.0,52.5
9074,other,3.0,1539.0,3.0,60.0
9075,other,2.0,920.0,2.0,46.0
9079,other,3.0,1455.0,2.0,55.0
9080,other,1.0,550.0,1.0,23.0
9081,other,5.0,4000.0,3.0,130.0
9082,other,2.0,1060.0,2.0,53.0
9084,other,3.0,1570.0,3.0,78.0
9088,other,2.0,1020.0,2.0,48.0
9090,other,2.0,865.0,2.0,35.11
9091,other,4.0,2100.0,4.0,90.0
9093,other,2.0,1000.0,2.0,42.0
9094,other,2.0,1225.0,2.0,47.0
9095,other,2.0,830.0,2.0,40.0
9096,other,3.0,1685.0,3.0,60.0
9098,other,2.0,1050.0,2.0,50.0
9099,other,2.0,1060.0,2.0,49.27
9100,other,2.0,1261.0,2.0,61.0
9101,other,2.0,1100.0,2.0,46.0
9102,other,4.0,3400.0,4.0,190.0
9103,other,2.0,1180.0,2.0,56.0
9105,other,2.0,1250.0,2.0,58.0
9106,other,3.0,1424.0,2.0,55.0
9107,other,3.0,1250.0,3.0,55.0
9109,other,2.0,1230.0,2.0,55.0
9110,other,3.0,1540.0,3.0,76.0
9113,other,2.0,1060.0,2.0,37.0
9118,other,2.0,1400.0,2.0,60.0
9119,other,2.0,1330.0,2.0,64.0
9121,other,3.0,1464.0,3.0,56.0
9122,other,2.0,1206.0,2.0,53.0
9124,other,2.0,1250.0,2.0,58.0
9125,other,2.0,625.0,2.0,24.0
9126,other,2.0,900.0,2.0,27.0
9127,other,2.0,1464.0,2.0,56.0
9128,other,3.0,1300.0,3.0,64.0
9129,other,1.0,1200.0,1.0,69.0
9131,other,3.0,2099.0,3.0,95.0
9132,other,1.0,1200.0,1.0,48.0
9134,other,3.0,2108.0,3.0,85.0
9136,other,2.0,900.0,2.0,41.0
9141,other,2.0,1150.0,2.0,48.0
9144,other,2.0,1065.0,2.0,45.0
9145,other,2.0,750.0,2.0,36.0
9148,other,3.0,1600.0,2.0,75.0
9149,other,2.0,1100.0,2.0,38.49
9151,other,2.0,900.0,1.0,44.0
9153,other,3.0,3800.0,2.0,130.0
9157,other,5.0,2000.0,4.0,145.0
9158,other,2.0,2040.0,2.0,59.0
9162,other,3.0,1500.0,3.0,72.0
9163,other,3.0,1280.0,2.0,48.0
9164,other,2.0,900.0,2.0,45.0
9165,other,2.0,1095.0,2.0,38.33
9166,other,2.0,1145.0,2.0,58.4
9170,other,8.0,2500.0,8.0,95.0
9172,other,3.0,1550.0,3.0,59.0
9175,other,1.0,550.0,1.0,16.0
9176,other,2.0,1492.0,2.0,65.0
9177,other,3.0,1431.0,3.0,65.0
9181,other,3.0,1391.0,2.0,64.5
9185,other,3.0,1464.0,3.0,56.0
9186,other,2.0,900.0,2.0,33.0
9190,other,1.0,450.0,1.0,60.0
9191,other,1.0,600.0,2.0,23.0
9194,other,2.0,1200.0,2.0,35.0
9195,other,2.0,1200.0,2.0,45.0
9198,other,3.0,995.0,2.0,34.82
9199,other,2.0,1000.0,2.0,44.0
9201,other,2.0,1200.0,2.0,43.0
9203,other,2.0,990.0,2.0,35.0
9204,other,2.0,1107.0,2.0,40.0
9206,other,4.0,3200.0,4.0,200.0
9207,other,2.0,1125.0,2.0,32.49
9210,other,3.0,1800.0,3.0,90.0
9212,other,3.0,1464.0,3.0,56.0
9213,other,3.0,1800.0,3.0,95.0
9214,other,3.0,1410.0,3.0,65.0
9217,other,2.0,1080.0,2.0,44.8
9221,other,2.0,1150.0,2.0,45.0
9222,other,2.0,1194.0,2.0,55.0
9223,other,3.0,2000.0,3.0,90.0
9224,other,2.0,1025.0,2.0,42.5
9227,other,2.0,1200.0,1.0,54.0
9228,other,2.0,950.0,2.0,38.0
9231,other,2.0,1012.0,2.0,42.0
9232,other,5.0,3600.0,5.0,110.0
9236,other,2.0,1140.0,2.0,32.92
9237,other,3.0,2000.0,3.0,105.0
9238,other,2.0,1075.0,2.0,55.0
9241,other,2.0,1069.0,2.0,55.0
9243,other,2.0,1007.0,2.0,43.0
9244,other,6.0,4250.0,6.0,150.0
9247,other,2.0,675.0,1.0,15.0
9249,other,3.0,1280.0,2.0,49.0
9250,other,2.0,925.0,2.0,35.0
9253,other,3.0,1240.0,2.0,65.0
9254,other,2.0,1100.0,2.0,55.0
9256,other,2.0,1340.0,2.0,65.0
9257,other,2.0,1200.0,2.0,54.0
9258,other,2.0,1600.0,2.0,31.0
9260,other,5.0,1800.0,4.0,68.0
9263,other,2.0,946.0,2.0,45.0
9267,other,3.0,1610.0,2.0,64.4
9269,other,3.0,1439.0,3.0,57.23
9270,other,3.0,1435.0,2.0,60.0
9272,other,3.0,1409.0,2.0,62.0
9273,other,2.0,1250.0,2.0,50.0
9275,other,2.0,1225.0,2.0,65.0
9276,other,1.0,650.0,1.0,16.0
9277,other,3.0,1750.0,3.0,75.0
9279,other,2.0,1116.0,2.0,49.8
9282,other,2.0,1150.0,2.0,60.0
9285,other,2.0,1180.0,2.0,50.0
9286,other,2.0,1272.0,2.0,51.5
9288,other,4.0,2400.0,5.0,140.0
9290,other,3.0,1595.0,3.0,70.39
9291,other,3.0,1640.0,3.0,84.0
9292,other,2.0,1200.0,2.0,54.0
9294,other,2.0,959.0,2.0,42.5
9295,other,2.0,1141.0,2.0,55.0
9296,other,2.0,1200.0,2.0,43.2
9297,other,3.0,1240.0,2.0,65.0
9299,other,3.0,1885.0,3.0,90.0
9302,other,2.0,1250.0,2.0,60.0
9303,other,2.0,1110.0,2.0,52.0
9304,other,3.0,1350.0,3.0,48.6
9306,other,1.0,834.0,1.0,62.0
9307,other,1.0,600.0,1.0,52.0
9310,other,2.0,900.0,2.0,35.0
9311,other,2.0,1000.0,2.0,46.0
9312,other,2.0,1200.0,2.0,52.0
9314,other,2.0,1190.0,2.0,55.0
9316,other,3.0,1900.0,3.0,65.0
9317,other,3.0,1578.0,3.0,73.9
9318,other,2.0,1475.0,2.0,70.0
9319,other,2.0,2400.0,2.0,125.0
9320,other,3.0,1427.0,2.0,70.0
9321,other,3.0,1350.0,3.0,68.0
9323,other,3.0,1455.0,2.0,55.0
9325,other,3.0,1570.0,3.0,80.0
9326,other,3.0,1495.0,2.0,65.0
9328,other,3.0,1464.0,3.0,56.0
9329,other,1.0,470.0,2.0,10.0
9330,other,6.0,2300.0,7.0,160.0
9333,other,3.0,1440.0,3.0,72.0
9334,other,2.0,1200.0,2.0,56.0
9336,other,3.0,1670.0,3.0,75.0
9338,other,2.0,700.0,2.0,29.0
9339,other,3.0,1300.0,2.0,67.0
9340,other,2.0,1200.0,2.0,54.0
9341,other,3.0,1215.0,2.0,49.75
9342,other,2.0,1050.0,2.0,55.0
9343,other,2.0,1258.0,2.0,58.0
9345,other,8.0,3000.0,4.0,130.0
9349,other,1.0,670.0,1.0,50.0
9352,other,6.0,2400.0,6.0,98.0
9353,other,2.0,1250.0,2.0,43.0
9357,other,2.0,1190.0,2.0,41.0
9358,other,2.0,1250.0,2.0,67.0
9359,other,2.0,2260.0,3.0,80.0
9360,other,4.0,2700.0,3.0,90.0
9361,other,1.0,375.0,1.0,26.0
9363,other,3.0,909.0,2.0,43.0
9367,other,2.0,850.0,1.0,35.5
9368,other,2.0,1100.0,2.0,32.0
9370,other,2.0,1200.0,2.0,55.0
9371,other,3.0,1480.0,3.0,74.0
9373,other,1.0,400.0,1.0,35.0
9374,other,3.0,1310.0,2.0,55.0
9375,other,2.0,993.0,2.0,45.5
9377,other,1.0,6000.0,1.0,276.0
9378,other,1.0,825.0,2.0,40.0
9379,other,3.0,1320.0,2.0,60.0
9381,other,2.0,1050.0,2.0,50.0
9384,other,1.0,600.0,1.0,33.0
9385,other,3.0,1569.0,3.0,70.0
9387,other,3.0,1410.0,2.0,45.12
9388,other,1.0,800.0,1.0,72.0
9389,other,2.0,1020.0,2.0,49.0
9391,other,1.0,655.0,1.0,27.0
9394,other,1.0,600.0,1.0,18.0
9395,other,2.0,1175.0,2.0,48.72
9397,other,2.0,750.0,2.0,28.0
9398,other,2.0,1000.0,2.0,45.0
9401,other,11.0,6000.0,12.0,150.0
9402,other,7.0,3600.0,7.0,160.0
9405,other,2.0,1200.0,2.0,61.0
9406,other,3.0,2500.0,2.0,60.0
9407,other,3.0,1500.0,2.0,52.0
9408,other,3.0,1765.0,3.0,77.27
9411,other,1.0,800.0,1.0,32.0
9412,other,7.0,3000.0,6.0,145.0
9413,other,1.0,600.0,1.0,35.0
9415,other,2.0,650.0,1.0,20.0
9416,other,2.0,1080.0,2.0,37.8
9418,other,2.0,1500.0,2.0,45.0
9419,other,3.0,1800.0,3.0,85.0
9422,other,2.0,1190.0,2.0,48.6
9425,other,1.0,500.0,1.0,20.0
9428,other,3.0,1500.0,2.0,75.0
9429,other,3.0,1176.0,2.0,45.0
9431,other,3.0,1425.0,3.0,55.0
9433,other,2.0,1285.0,2.0,45.0
9434,other,3.0,2000.0,2.0,95.0
9436,other,3.0,1320.0,2.0,55.0
9438,other,2.0,1322.0,2.0,61.99
9439,other,3.0,1450.0,2.0,65.0
9440,other,1.0,425.0,1.0,15.0
9441,other,2.0,820.0,2.0,30.0
9442,other,3.0,1450.0,3.0,68.0
9446,other,2.0,1000.0,2.0,35.0
9451,other,1.0,510.0,1.0,34.0
9455,other,4.0,2100.0,6.0,100.0
9457,other,2.0,1015.0,2.0,40.1
9458,other,3.0,1400.0,3.0,69.0
9460,other,4.0,1600.0,4.0,90.0
9462,other,2.0,1350.0,2.0,65.0
9464,other,2.0,1300.0,2.0,60.0
9465,other,2.0,950.0,2.0,33.0
9466,other,1.0,527.0,1.0,35.0
9469,other,2.0,826.0,2.0,36.0
9471,other,2.0,935.0,2.0,35.0
9472,other,2.0,1180.0,2.0,39.0
9473,other,4.0,2200.0,3.0,115.0
9475,other,2.0,1500.0,2.0,50.0
9477,other,6.0,2400.0,4.0,170.0
9478,other,3.0,1650.0,3.0,52.0
9479,other,1.0,600.0,1.0,45.0
9480,other,1.0,672.0,1.0,27.0
9482,other,3.0,1850.0,3.0,95.0
9485,other,2.0,1125.0,2.0,48.0
9486,other,3.0,1365.0,3.0,54.0
9487,other,1.0,560.0,1.0,19.0
9488,other,3.0,1471.0,2.0,75.0
9489,other,1.0,520.0,2.0,29.0
9491,other,1.0,600.0,1.0,58.0
9492,other,1.0,1000.0,1.0,19.0
9493,other,2.0,1300.0,2.0,60.0
9494,other,1.0,375.0,1.0,40.0
9495,other,3.0,1477.0,2.0,75.0
9496,other,2.0,1220.0,2.0,65.0
9497,other,2.0,850.0,2.0,32.5
9498,other,2.0,1256.0,2.0,65.0
9499,other,3.0,1428.0,2.0,70.0
9502,other,2.0,900.0,2.0,45.0
9508,other,1.0,812.0,1.0,26.0
9509,other,2.0,829.0,2.0,22.8
9510,other,1.0,600.0,2.0,35.0
9511,other,2.0,700.0,2.0,35.0
9512,other,2.0,1105.0,2.0,50.0
9513,other,2.0,1000.0,2.0,51.0
9514,other,3.0,1240.0,2.0,63.0
9515,other,3.0,1393.0,3.0,54.0
9516,other,3.0,1640.0,3.0,70.0
9517,other,2.0,1200.0,2.0,62.0
9518,other,3.0,1495.0,3.0,55.0
9519,other,3.0,1400.0,3.0,53.0
9520,other,2.0,1054.0,2.0,53.0
9521,other,2.0,1275.0,2.0,47.0
9522,other,2.0,1394.0,2.0,52.0
9523,other,2.0,1075.0,2.0,57.0
9525,other,2.0,1220.0,2.0,54.89
9527,other,3.0,1280.0,2.0,55.0
9528,other,2.0,1161.0,2.0,36.69
9531,other,4.0,2736.0,4.0,130.0
9532,other,2.0,1056.0,2.0,55.0
9533,other,3.0,1770.0,3.0,90.0
9535,other,7.0,6500.0,7.0,104.0
9536,other,2.0,1152.0,2.0,57.0
9537,other,2.0,1200.0,2.0,39.0
9538,other,3.0,1350.0,2.0,65.0
9540,other,2.0,1300.0,2.0,32.0
9543,other,1.0,565.0,1.0,33.0
9544,other,1.0,630.0,2.0,70.0
9546,other,2.0,1045.0,2.0,42.0
9547,other,2.0,1250.0,2.0,62.4
9549,other,3.0,1720.0,3.0,83.0
9551,other,1.0,420.0,1.0,23.5
9552,other,3.0,1675.0,3.0,65.0
9558,other,2.0,850.0,2.0,34.0
9559,other,3.0,1260.0,2.0,49.0
9560,other,3.0,1450.0,3.0,65.0
9561,other,3.0,2100.0,3.0,70.0
9563,other,1.0,560.0,1.0,21.0
9564,other,2.0,1156.0,2.0,46.0
9565,other,2.0,1140.0,2.0,56.0
9567,other,3.0,1485.0,3.0,78.0
9568,other,1.0,1350.0,2.0,45.0
9572,other,3.0,1488.0,2.0,65.0
9576,other,2.0,1190.0,2.0,42.25
9579,other,2.0,1050.0,2.0,43.5
9580,other,3.0,1800.0,3.0,53.0
9581,other,1.0,500.0,1.0,16.0
9583,other,2.0,1140.0,2.0,49.0
9584,other,1.0,648.0,1.0,34.0
9586,other,2.0,1100.0,2.0,45.0
9587,other,2.0,825.0,2.0,35.0
9590,other,2.0,800.0,1.0,29.0
9591,other,2.0,1225.0,2.0,47.0
9592,other,1.0,535.0,1.0,35.0
9593,other,2.0,1067.0,2.0,33.99
9594,other,2.0,1152.0,2.0,42.0
9600,other,3.0,1450.0,3.0,75.0
9603,other,2.0,982.0,2.0,25.0
9608,other,3.0,1119.0,2.0,48.5
9609,other,3.0,1355.0,2.0,58.25
9610,other,2.0,1095.0,2.0,55.85
9613,other,2.0,1464.0,2.0,56.0
9614,other,2.0,1840.0,1.0,95.0
9615,other,4.0,2400.0,4.0,89.0
9617,other,3.0,1639.0,3.0,77.89
9619,other,3.0,1294.0,2.0,52.0
9620,other,2.0,1095.0,2.0,45.0
9621,other,2.0,1040.0,2.0,36.84
9622,other,3.0,1325.0,2.0,47.0
9623,other,2.0,1108.0,2.0,48.0
9625,other,3.0,1464.0,3.0,56.0
9626,other,3.0,1500.0,3.0,67.49
9627,other,2.0,1060.0,2.0,42.5
9631,other,3.0,1420.0,3.0,70.0
9633,other,3.0,1398.0,3.0,51.0
9635,other,3.0,1285.0,2.0,45.0
9636,other,2.0,1161.0,2.0,59.0
9637,other,3.0,1504.0,3.0,67.0
9639,other,2.0,1260.0,2.0,62.0
9641,other,2.0,849.0,2.0,25.4
9642,other,2.0,799.0,2.0,35.0
9643,other,5.0,2700.0,4.0,170.0
9644,other,2.0,1077.0,2.0,34.46
9647,other,3.0,1290.0,3.0,45.33
9651,other,4.0,2400.0,4.0,88.0
9652,other,2.0,1115.0,2.0,50.0
9655,other,3.0,1464.0,3.0,56.0
9657,other,3.0,1508.0,3.0,75.0
9660,other,2.0,1200.0,2.0,38.0
9662,other,4.0,3400.0,4.0,200.0
9663,other,3.0,1602.0,2.0,75.0
9664,other,1.0,551.0,1.0,30.0
9665,other,2.0,1400.0,2.0,44.8
9666,other,1.0,550.0,1.0,16.0
9668,other,2.0,1050.0,2.0,49.5
9670,other,2.0,900.0,2.0,24.0
9671,other,2.0,1200.0,2.0,54.0
9674,other,1.0,450.0,1.0,30.0
9676,other,2.0,1160.0,2.0,40.53
9677,other,2.0,1200.0,3.0,52.0
9679,other,3.0,1300.0,2.0,51.0
9681,other,3.0,1275.0,3.0,55.0
9682,other,1.0,900.0,1.0,52.3
9683,other,2.0,1075.0,2.0,48.38
9684,other,2.0,780.0,2.0,31.0
9685,other,2.0,1088.0,2.0,43.5
9686,other,2.0,1070.0,2.0,32.99
9687,other,2.0,1000.0,2.0,31.0
9691,other,3.0,1455.0,2.0,45.0
9694,other,3.0,1480.0,3.0,75.0
9697,other,1.0,801.0,1.0,33.645
9699,other,3.0,1540.0,3.0,65.0
9700,other,3.0,1215.0,2.0,46.8
9701,other,4.0,2400.0,4.0,135.0
9703,other,10.0,3300.0,9.0,450.0
9705,other,3.0,1215.0,2.0,50.0
9706,other,2.0,975.0,2.0,45.0
9711,other,5.0,8000.0,5.0,550.0
9712,other,2.0,1000.0,2.0,50.0
9713,other,3.0,1400.0,3.0,45.0
9714,other,2.0,1000.0,2.0,35.0
9715,other,2.0,1225.0,2.0,48.0
9716,other,4.0,4500.0,3.0,225.0
9719,other,3.0,1100.0,3.0,53.0
9720,other,2.0,1170.0,2.0,50.0
9721,other,2.0,1075.0,2.0,50.0
9722,other,2.0,935.0,2.0,45.9
9723,other,2.0,1120.0,2.0,36.0
9725,other,2.0,1334.0,2.0,62.0
9727,other,2.0,966.0,2.0,50.0
9730,other,1.0,1050.0,2.0,41.0
9731,other,2.0,1427.0,2.0,52.0
9733,other,13.0,5425.0,13.0,275.0
9735,other,2.0,1050.0,2.0,48.0
9736,other,2.0,900.0,2.0,48.0
9738,other,1.0,620.0,1.0,25.0
9740,other,2.0,1180.0,2.0,41.94
9741,other,3.0,1430.0,3.0,70.0
9743,other,3.0,1950.0,4.0,95.0
9745,other,3.0,1250.0,3.0,40.0
9747,other,2.0,1245.0,1.0,60.0
9748,other,3.0,1390.0,2.0,50.0
9754,other,1.0,400.0,2.0,50.0
9755,other,2.0,1100.0,2.0,57.6
9757,other,5.0,3100.0,6.0,165.0
9758,other,1.0,1200.0,1.0,48.0
9759,other,2.0,1340.0,2.0,71.0
9760,other,3.0,1675.0,3.0,62.0
9761,other,2.0,1190.0,2.0,59.9
9762,other,2.0,1250.0,2.0,55.0
9764,other,2.0,1275.0,2.0,49.5
9765,other,1.0,10030.0,1.0,150.0
9766,other,4.0,3600.0,4.0,225.0
9768,other,9.0,3200.0,8.0,130.0
9769,other,3.0,1900.0,2.0,92.0
9770,other,3.0,1250.0,3.0,40.0
9776,other,3.0,1400.0,2.0,56.0
9777,other,3.0,1270.0,2.0,57.15
9778,other,1.0,600.0,1.0,20.0
9782,other,3.0,1820.0,3.0,79.5
9784,other,2.0,1050.0,2.0,36.0
9785,other,3.0,1500.0,3.0,56.0
9789,other,3.0,1950.0,2.0,89.5
9790,other,4.0,2400.0,4.0,150.0
9791,other,2.0,1263.0,2.0,51.5
9792,other,5.0,4400.0,5.0,240.0
9793,other,2.0,1050.0,2.0,38.0
9796,other,3.0,2000.0,3.0,100.0
9797,other,2.0,1220.0,2.0,56.0
9798,other,1.0,1500.0,2.0,85.0
9799,other,4.0,5000.0,5.0,300.0
9800,other,2.0,1000.0,2.0,50.0
9804,other,2.0,1105.0,2.0,28.18
9808,other,2.0,1205.0,2.0,47.0
9809,other,2.0,1070.0,2.0,33.43
9810,other,2.0,1070.0,2.0,52.0
9812,other,3.0,1750.0,3.0,58.0
9813,other,3.0,1537.0,3.0,81.0
9814,other,2.0,1050.0,2.0,45.0
9815,other,3.0,1255.0,2.0,60.0
9817,other,2.0,1170.0,2.0,45.51
9818,other,2.0,1080.0,2.0,38.0
9823,other,3.0,1555.0,2.0,67.0
9825,other,4.0,2180.0,4.0,115.0
9826,other,2.0,1050.0,2.0,35.0
9827,other,3.0,1610.0,3.0,85.0
9829,other,4.0,3150.0,3.0,135.0
9830,other,2.0,1255.0,2.0,56.7
9831,other,2.0,600.0,2.0,29.5
9833,other,2.0,1410.0,2.0,73.0
9834,other,2.0,1150.0,2.0,42.0
9835,other,2.0,1170.0,2.0,53.11
9837,other,1.0,660.0,1.0,30.0
9838,other,2.0,1050.0,2.0,40.0
9842,other,2.0,1080.0,2.0,37.8
9843,other,3.0,1200.0,2.0,35.0
9844,other,2.0,750.0,2.0,20.0
9845,other,3.0,1535.0,3.0,72.0
9846,other,2.0,1265.0,2.0,68.0
9847,other,4.0,3500.0,4.0,150.0
9848,other,4.0,5400.0,4.0,250.0
9849,other,1.0,660.0,1.0,35.0
9850,other,2.0,1140.0,2.0,60.0
9852,other,1.0,550.0,1.0,27.0
9853,other,2.0,1081.0,2.0,39.0
9855,other,7.0,4000.0,8.0,150.0
9857,other,2.0,1175.0,2.0,52.86
9858,other,3.0,1426.0,2.0,71.0
9860,other,1.0,936.0,1.0,53.0
9862,other,2.0,1200.0,2.0,54.0
9864,other,3.0,1350.0,3.0,60.0
9865,other,5.0,2400.0,5.0,150.0
9866,other,2.0,1092.0,2.0,49.0
9867,other,2.0,827.0,2.0,34.0
9868,other,2.0,800.0,2.0,32.0
9869,other,2.0,1055.0,2.0,43.0
9871,other,5.0,2760.0,5.0,140.0
9872,other,2.0,993.0,2.0,42.0
9874,other,1.0,650.0,1.0,50.0
9875,other,2.0,2260.0,3.0,90.0
9876,other,1.0,720.0,1.0,32.39
9877,other,6.0,2400.0,5.0,75.0
9880,other,2.0,1125.0,2.0,55.0
9881,other,2.0,1194.0,2.0,51.0
9882,other,5.0,3000.0,4.0,170.0
9884,other,2.0,1300.0,2.0,63.0
9886,other,2.0,1007.0,2.0,48.0
9889,other,2.0,1298.0,2.0,65.0
9891,other,3.0,1312.0,2.0,56.5
9892,other,2.0,760.0,2.0,38.5
9893,other,3.0,1182.0,2.0,60.1
9894,other,2.0,1053.0,2.0,46.29
9895,other,2.0,1035.0,2.0,52.79
9901,other,2.0,1250.0,2.0,65.0
9903,other,2.0,1000.0,2.0,35.0
9904,other,2.0,967.0,2.0,47.8
9905,other,3.0,1798.0,3.0,73.0
9909,other,3.0,2000.0,3.0,85.0
9910,other,1.0,509.0,1.0,20.0
9911,other,4.0,3535.0,4.0,215.0
9912,other,4.0,1800.0,3.0,82.0
9913,other,3.0,1397.0,2.0,52.0
9918,other,2.0,1339.0,2.0,53.56
